@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute raw-1 numeric
@attribute raw-2 numeric
@attribute raw-3 numeric
@attribute raw-4 numeric
@attribute raw-5 numeric
@attribute raw-6 numeric
@attribute raw-7 numeric
@attribute raw-8 numeric
@attribute raw-9 numeric
@attribute raw-10 numeric
@attribute raw-11 numeric
@attribute raw-12 numeric
@attribute raw-13 numeric
@attribute raw-14 numeric
@attribute raw-15 numeric
@attribute raw-16 numeric
@attribute raw-17 numeric
@attribute raw-18 numeric
@attribute raw-19 numeric
@attribute raw-20 numeric
@attribute raw-21 numeric
@attribute raw-22 numeric
@attribute raw-23 numeric
@attribute raw-24 numeric
@attribute raw-25 numeric
@attribute raw-26 numeric
@attribute raw-27 numeric
@attribute raw-28 numeric
@attribute raw-29 numeric
@attribute raw-30 numeric
@attribute raw-31 numeric
@attribute raw-32 numeric
@attribute raw-33 numeric
@attribute raw-34 numeric
@attribute raw-35 numeric
@attribute raw-36 numeric
@attribute raw-37 numeric
@attribute raw-38 numeric
@attribute raw-39 numeric
@attribute raw-40 numeric
@attribute raw-41 numeric
@attribute raw-42 numeric
@attribute raw-43 numeric
@attribute raw-44 numeric
@attribute raw-45 numeric
@attribute raw-46 numeric
@attribute raw-47 numeric
@attribute raw-48 numeric
@attribute raw-49 numeric
@attribute raw-50 numeric
@attribute raw-51 numeric
@attribute raw-52 numeric
@attribute raw-53 numeric
@attribute raw-54 numeric
@attribute raw-55 numeric
@attribute raw-56 numeric
@attribute raw-57 numeric
@attribute raw-58 numeric
@attribute raw-59 numeric
@attribute raw-60 numeric
@attribute raw-61 numeric
@attribute raw-62 numeric
@attribute raw-63 numeric
@attribute raw-64 numeric
@attribute raw-65 numeric
@attribute raw-66 numeric
@attribute raw-67 numeric
@attribute raw-68 numeric
@attribute raw-69 numeric
@attribute raw-70 numeric
@attribute raw-71 numeric
@attribute raw-72 numeric
@attribute raw-73 numeric
@attribute raw-74 numeric
@attribute raw-75 numeric
@attribute raw-76 numeric
@attribute raw-77 numeric
@attribute raw-78 numeric
@attribute raw-79 numeric
@attribute raw-80 numeric
@attribute raw-81 numeric
@attribute raw-82 numeric
@attribute raw-83 numeric
@attribute raw-84 numeric
@attribute raw-85 numeric
@attribute raw-86 numeric
@attribute raw-87 numeric
@attribute raw-88 numeric
@attribute raw-89 numeric
@attribute raw-90 numeric
@attribute raw-91 numeric
@attribute raw-92 numeric
@attribute raw-93 numeric
@attribute raw-94 numeric
@attribute raw-95 numeric
@attribute raw-96 numeric
@attribute raw-97 numeric
@attribute raw-98 numeric
@attribute raw-99 numeric
@attribute raw-100 numeric
@attribute raw-101 numeric
@attribute raw-102 numeric
@attribute raw-103 numeric
@attribute raw-104 numeric
@attribute raw-105 numeric
@attribute raw-106 numeric
@attribute raw-107 numeric
@attribute raw-108 numeric
@attribute raw-109 numeric
@attribute raw-110 numeric
@attribute raw-111 numeric
@attribute raw-112 numeric
@attribute raw-113 numeric
@attribute raw-114 numeric
@attribute raw-115 numeric
@attribute raw-116 numeric
@attribute raw-117 numeric
@attribute raw-118 numeric
@attribute raw-119 numeric
@attribute raw-120 numeric
@attribute raw-121 numeric
@attribute raw-122 numeric
@attribute raw-123 numeric
@attribute raw-124 numeric
@attribute raw-125 numeric
@attribute raw-126 numeric
@attribute raw-127 numeric
@attribute raw-128 numeric
@attribute raw-129 numeric
@attribute raw-130 numeric
@attribute raw-131 numeric
@attribute raw-132 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
34,'2024/07/04 11:53:11:190',1,284.722443,158.085083,287.286469,191.096512,291.972137,223.81131,298.790039,258.23587,311.169983,295.293396,328.177155,330.256989,348.641418,362.126099,374.347504,388.36441,406.037964,402.674988,436.866119,394.943939,462.617249,371.899139,484.667328,343.354156,504.595306,312.258179,521.485229,279.106323,535.573486,247.664917,547.58136,217.481415,556.2948,186.321426,324.256622,122.767181,343.427704,108.747162,368.165894,103.778145,393.71756,107.886017,418.012268,117.264877,478.567078,122.761536,499.726807,116.757355,521.22876,115.681213,541.038269,121.077477,554.756165,133.83522,445.284729,160.809143,444.215485,188.796448,443.083954,216.636047,441.52832,243.944244,409.717316,249.584122,421.8909,257.253754,435.554047,261.87915,448.062103,260.203613,459.822144,255.232162,355.004456,154.418259,370.29245,145.063354,388.591522,146.346451,401.73468,157.591721,385.972107,161.141129,369.713593,160.451736,478.82547,164.130539,494.032196,155.435913,511.789612,156.713882,524.150269,168.612839,509.219604,172.667282,493.390045,170.357925,377.172302,290.105225,392.963593,282.236938,411.805847,278.195923,431.448395,284.075775,448.585602,282.10733,462.367706,289.586029,470.228821,300.348938,457.925293,314.301453,441.779327,323.195251,423.519623,325.940796,404.445709,318.721954,388.638458,306.420105,410.317169,290.383118,429.244232,295.363617,444.342346,294.277954,442.586609,302.9617,426.498138,306.650482,408.381165,299.322723,1
35,'2024/07/04 11:53:11:223',1,284.841095,156.314941,287.132935,189.08728,291.545471,221.539749,298.164551,255.786285,310.317505,292.921448,327.011871,328.240326,347.230011,360.5448,372.762787,387.292511,404.429352,402.19516,435.467255,394.943665,461.622559,372.319641,484.14093,344.03476,504.411804,312.904205,521.358582,279.329865,535.51532,247.370697,547.645386,216.662598,556.529297,185.00412,324.607178,122.568008,343.608063,108.773476,368.10257,103.960289,393.377258,108.109772,417.387238,117.412407,478.614746,122.862679,499.899506,116.720085,521.520447,115.534355,541.448669,120.894402,555.253662,133.669739,445.069489,161.206604,444.14502,189.060074,443.157104,216.756561,441.736389,243.902023,409.835327,249.754807,421.939545,257.362213,435.500702,261.963531,447.967041,260.283478,459.735809,255.370514,354.782867,154.585724,370.004883,145.202484,388.250397,146.519257,401.339722,157.716675,385.656067,161.401688,369.43161,160.701508,478.859375,164.191422,494.10965,155.434387,511.885559,156.687698,524.296936,168.477646,509.359589,172.700958,493.473358,170.44519,377.275299,290.040985,393.102234,282.214569,411.937164,278.231049,431.549164,284.192291,448.64682,282.188873,462.392365,289.641815,470.297394,300.235016,457.879822,314.38385,441.599365,323.378784,423.231842,326.121704,404.221039,318.814972,388.516052,306.412903,410.237732,290.42984,429.194,295.504608,444.286102,294.366455,442.448517,303.013885,426.279816,306.673584,408.166687,299.299255,1
36,'2024/07/04 11:53:11:260',1,284.976196,156.883286,287.521332,190.105499,292.175995,223.021042,298.933136,257.690582,311.17981,295.069214,328.2099,330.287476,348.826477,362.261871,374.658173,388.548248,406.434204,402.935211,437.376282,395.009827,463.247925,371.773895,485.389404,343.016693,505.386688,311.66333,522.305786,278.297394,536.301636,246.781296,548.159607,216.597351,556.720764,185.450531,324.143402,122.840584,343.208282,108.911896,367.842468,103.958397,393.301758,108.069458,417.522705,117.430855,478.552856,122.978668,499.544922,116.94191,520.893311,115.780624,540.576843,121.019302,554.239685,133.552795,445.243134,161.385345,444.220276,189.195206,443.124664,216.851807,441.611176,243.964508,410.014282,249.700119,422.186157,257.309479,435.817719,261.917389,448.234924,260.18338,459.913361,255.212067,354.900818,154.654419,370.021332,145.410263,388.149445,146.609924,401.220428,157.660889,385.606293,161.284515,369.486481,160.612747,478.907867,164.205521,493.933472,155.667999,511.500458,156.880798,523.759644,168.575745,508.985596,172.655548,493.306549,170.400925,377.385773,290.140839,393.195404,282.337158,412.054352,278.280914,431.739746,284.157898,448.923401,282.100677,462.763184,289.502106,470.696899,300.180298,458.434967,314.285492,442.271759,323.300201,423.954254,326.152924,404.809845,318.896393,388.938934,306.529205,410.6138,290.406525,429.592102,295.416016,444.78186,294.223938,443.084198,303.119598,426.882446,306.933105,408.693237,299.546173,1
37,'2024/07/04 11:53:11:289',1,285.090881,157.181152,287.57016,190.380722,292.153534,223.274445,298.878876,257.896271,311.145386,295.177429,328.19931,330.295471,348.841949,362.184906,374.686371,388.398224,406.472565,402.743256,437.432373,394.905792,463.319305,371.758392,485.484985,343.101471,505.498016,311.839111,522.42572,278.534149,536.412476,246.998627,548.235229,216.755692,556.744202,185.549011,324.545654,123.025383,343.56076,109.126534,368.115692,104.169228,393.493439,108.249725,417.642334,117.55349,478.624939,123.125626,499.542572,117.074669,520.828186,115.882942,540.477783,121.062164,554.17041,133.525131,445.37915,161.640808,444.376404,189.306122,443.302399,216.819565,441.808746,243.793945,409.979462,249.76741,422.226501,257.426147,435.950958,262.048309,448.484283,260.322723,460.272705,255.322739,355.214447,154.792542,370.320435,145.607788,388.404175,146.828751,401.442932,157.850906,385.855194,161.438095,369.76767,160.755661,479.09549,164.360092,494.085388,155.833694,511.61438,157.023315,523.88031,168.651794,509.141174,172.747864,493.485077,170.516647,377.50528,290.189117,393.29129,282.267334,412.181946,278.163086,431.920593,284.002991,449.132233,281.999908,462.972839,289.466949,470.84082,300.253174,458.607697,314.483734,442.427307,323.615662,424.037354,326.470001,404.826599,319.190063,388.971497,306.701202,410.64032,290.317261,429.7547,295.276642,445.040436,294.167511,443.295349,303.420807,426.971649,307.269165,408.654205,299.815552,1
38,'2024/07/04 11:53:11:323',1,285.594208,158.744598,288.131378,191.724686,292.740814,224.399048,299.412659,258.720459,311.561493,295.584473,328.369415,330.394775,348.702606,362.127808,374.262299,388.287659,405.832764,402.633026,436.832642,395.189606,462.781464,372.332001,485.010773,343.928772,505.069855,312.931213,522.037231,279.829254,536.147034,248.296585,548.153931,217.947418,556.848938,186.625595,324.911682,123.223518,343.929077,109.277657,368.45871,104.345856,393.78183,108.438515,417.861877,117.731392,478.867004,123.42971,499.889526,117.368706,521.287415,116.205231,541.058594,121.468864,554.860718,134.105942,445.675446,161.854843,444.674347,189.420151,443.599701,216.833252,442.096191,243.723984,410.37793,250.092056,422.527161,257.710754,436.150482,262.301575,448.600616,260.64563,460.322754,255.720169,355.494537,155.012009,370.656281,145.815125,388.78067,147.088318,401.832977,158.185196,386.205902,161.72319,370.078766,161.008362,479.479858,164.793045,494.523163,156.216812,512.100769,157.4496,524.415466,169.122482,509.637024,173.199371,493.93103,170.9431,377.666412,290.308685,393.548248,282.514679,412.417419,278.524994,432.062958,284.34668,449.187714,282.460175,462.993317,289.915009,470.951416,300.61145,458.628113,314.753967,442.395172,323.810303,423.976044,326.545227,404.821533,319.264954,389.036102,306.783722,410.642395,290.53595,429.84198,295.486633,445.193939,294.522125,443.403351,303.781342,426.964966,307.488403,408.551727,300.043915,1
39,'2024/07/04 11:53:11:358',1,285.342896,157.659363,287.850891,190.729721,292.488831,223.492432,299.277832,258.001831,311.597412,295.228729,328.624542,330.347198,349.168457,362.281647,374.919617,388.584381,406.636169,403.033386,437.604767,395.259949,463.529205,372.171967,485.741821,343.537262,505.793976,312.255615,522.743042,278.874054,536.801331,247.272614,548.708984,216.967331,557.301941,185.702179,324.927002,123.584778,343.868103,109.784859,368.327271,104.904678,393.597717,109.00882,417.64917,118.268593,479.334534,123.88681,500.266937,117.849434,521.550659,116.635605,541.187927,121.811836,554.84259,134.276917,445.755707,162.090134,444.795105,189.642578,443.761719,217.04248,442.308563,243.902313,410.534393,250.300034,422.718292,257.892456,436.356873,262.487427,448.816681,260.77124,460.547668,255.826279,355.568237,155.460907,370.678741,146.294067,388.766602,147.500244,401.845184,158.44725,386.249023,162.088058,370.139496,161.424484,479.471344,164.945801,494.507874,156.488037,512.050171,157.714478,524.336853,169.313507,509.565704,173.399063,493.879547,171.146088,377.978699,290.53009,393.7677,282.700073,412.626617,278.643433,432.319458,284.514404,449.505768,282.492737,463.314331,289.923157,471.209351,300.595337,458.909485,314.667938,442.746277,323.689972,424.409637,326.525055,405.285706,319.259186,389.464081,306.8797,410.99585,290.66217,430.136108,295.666504,445.463013,294.536377,443.700684,303.673096,427.339264,307.506348,408.990845,300.040039,1
40,'2024/07/04 11:53:11:391',1,285.422516,158.657455,287.948273,191.538422,292.567413,224.10759,299.28186,258.414886,311.481079,295.399811,328.306519,330.357513,348.591431,362.226288,374.065491,388.569305,405.548706,403.126221,436.575531,395.712494,462.657135,372.922424,485.050262,344.514008,505.254303,313.392517,522.325745,280.110199,536.503967,248.496033,548.587769,218.150238,557.346252,186.821136,324.860474,123.651756,343.827423,109.771805,368.337769,104.865295,393.654877,108.964447,417.75238,118.213989,479.49884,124.059296,500.536224,118.096382,521.912659,116.981369,541.634949,122.242683,555.380005,134.802246,445.947479,162.325333,444.953552,189.887314,443.887573,217.299042,442.390625,244.175491,410.299988,250.577499,422.5672,258.251678,436.304047,262.906189,448.868622,261.249908,460.719696,256.3302,355.305267,155.451477,370.533295,146.288437,388.713074,147.568588,401.862946,158.595261,386.16922,162.113342,369.97226,161.411652,479.785736,165.349533,494.942932,156.887115,512.585938,158.178314,524.945923,169.865463,510.077393,173.849564,494.302277,171.527954,377.301117,290.906189,393.258331,283.115051,412.248932,279.156281,432.009399,285.116547,449.272125,283.213684,463.140747,290.747437,471.106323,301.501465,458.582214,315.446625,442.229858,324.277405,423.800293,326.938354,404.666351,319.619324,388.805695,307.2453,410.308868,291.168182,429.734863,296.289001,445.317139,295.295166,443.48175,304.310852,426.856384,307.956146,408.254883,300.428864,1
41,'2024/07/04 11:53:11:424',1,285.251862,158.782333,287.780518,191.80455,292.426758,224.518539,299.255646,258.925903,311.673065,295.918427,328.7565,330.760681,349.295441,362.471069,374.980652,388.617493,406.617096,402.965149,437.534607,395.325684,463.404327,372.372711,485.575836,343.910889,505.639374,312.873627,522.652954,279.745728,536.759705,248.286957,548.683411,218.065659,557.251282,186.866806,325.037231,124.105141,344.03479,110.170479,368.570038,105.179047,393.927277,109.230499,418.061371,118.479568,479.470245,124.138763,500.402832,118.174995,521.683044,117.062881,541.295837,122.347145,554.922363,134.901367,446.060028,162.370605,445.103973,189.96286,444.072296,217.403366,442.610992,244.312439,410.564056,250.850281,422.837921,258.505798,436.588348,263.116608,449.135132,261.436218,460.944672,256.472809,355.720154,155.953766,370.897491,146.838867,389.020721,148.072662,402.146576,159.032349,386.496094,162.581482,370.352448,161.898926,479.45401,165.592712,494.529083,157.163574,512.091797,158.385284,524.420044,169.976501,509.620636,174.012314,493.91333,171.737885,377.879333,290.828857,393.774536,283.020203,412.719208,279.018738,432.472778,284.880981,449.665985,282.927155,463.506805,290.361877,471.411621,301.074524,459.117584,315.293243,442.883942,324.421753,424.440308,327.213928,405.197815,319.903687,389.338837,307.35675,410.960266,291.071747,430.268646,296.080261,445.687439,295.032349,443.919464,304.332886,427.422028,308.136108,408.897736,300.614471,1
42,'2024/07/04 11:53:11:463',1,285.525787,157.8918,287.990784,190.900925,292.569855,223.597336,299.275208,258.078339,311.484863,295.332916,328.412048,330.530151,348.86438,362.551361,374.535583,388.952271,406.197388,403.508545,437.147949,395.892212,463.13797,372.96106,485.447723,344.446899,505.584045,313.218536,522.572937,279.832916,536.644714,248.22168,548.619141,217.936966,557.294006,186.684402,324.860046,124.61972,343.804504,110.81781,368.282196,105.892342,393.585785,109.941811,417.687286,119.129929,479.472107,124.837929,500.439819,118.902802,521.734741,117.77726,541.369995,122.981827,555.054688,135.40976,445.884918,162.727814,444.898529,190.369934,443.843506,217.858978,442.367218,244.802399,410.220856,251.038116,422.537018,258.711395,436.319,263.361877,448.942993,261.665985,460.850433,256.708771,355.471222,156.261108,370.666901,147.26207,388.762665,148.479324,401.974609,159.253418,386.312592,162.667847,370.167816,162.017075,479.468201,165.832657,494.618805,157.588287,512.177246,158.850113,524.571777,170.32457,509.717743,174.163223,493.986694,171.856949,377.174713,290.949707,393.191467,283.167786,412.304504,279.264069,432.213074,285.225525,449.612549,283.239532,463.656403,290.640442,471.742004,301.347229,459.174042,315.474274,442.729065,324.458954,424.16156,327.213165,404.838318,319.885468,388.819366,307.41983,410.248871,291.229218,429.999756,296.394104,445.924652,295.304199,444.131348,304.525055,427.150024,308.279541,408.18866,300.678772,1
43,'2024/07/04 11:53:11:503',1,284.90802,157.708115,287.381531,190.737259,291.959473,223.434418,298.751282,257.911285,311.11554,295.142578,328.171021,330.32663,348.732727,362.347595,374.481384,388.761749,406.211456,403.381653,437.194183,395.780701,463.218964,372.896454,485.559814,344.425232,505.753174,313.241486,522.766724,279.820343,536.802917,248.106918,548.694702,217.698853,557.281921,186.331131,324.289032,124.700951,343.108673,110.897911,367.468048,105.950851,392.661926,109.963676,416.65271,119.096191,479.427155,124.743141,500.320953,118.721046,521.555542,117.512115,541.143677,122.663101,554.776367,135.064682,445.498016,162.866592,444.625824,190.625793,443.672485,218.223297,442.287994,245.267334,410.131561,251.207443,422.488403,258.905975,436.308167,263.548767,448.953033,261.783539,460.86496,256.734741,354.638245,156.563614,369.817017,147.503174,387.946381,148.657227,401.206024,159.403458,385.540222,162.959457,369.367035,162.331573,479.244995,165.85112,494.394379,157.555862,511.981934,158.774673,524.442993,170.1996,509.57605,174.151413,493.798248,171.903152,377.509003,290.667999,393.540314,283.124756,412.573517,279.429779,432.342743,285.395081,449.552612,283.262543,463.593903,290.338257,471.802917,300.720703,459.392456,315.199951,442.979645,324.484772,424.366943,327.369751,405.001099,320.001251,389.023468,307.347321,410.641022,291.259735,430.151703,296.465027,445.817841,295.178589,444.113831,304.44165,427.287506,308.346283,408.513062,300.727448,1
44,'2024/07/04 11:53:11:528',1,285.224426,157.967667,287.708923,190.981171,292.240295,223.653168,298.859467,258.12973,310.926605,295.390076,327.772919,330.569305,348.172699,362.548157,373.733368,388.95639,405.256927,403.651886,436.383362,396.160034,462.633301,373.295135,485.18866,344.77121,505.557648,313.485596,522.687317,279.990479,536.76709,248.268463,548.690735,217.896164,557.286499,186.551727,324.009613,124.739288,342.582489,110.934753,366.719055,105.850616,391.738739,109.703125,415.612183,118.638504,479.72934,124.754593,500.478302,118.940987,521.532959,117.893501,540.912781,123.099915,554.397461,135.393631,445.355682,163.220306,444.413574,190.997437,443.376648,218.606323,441.901093,245.649109,409.90274,251.542419,422.265839,259.209106,436.07077,263.875275,448.664551,262.133728,460.55072,257.165222,354.788269,156.577271,369.767975,147.64946,387.65332,148.772736,400.770264,159.36142,385.30365,162.892654,369.340149,162.250763,479.280762,166.069366,494.234344,157.980331,511.564087,159.232758,523.819702,170.531662,509.145996,174.369461,493.595825,172.10405,376.867096,290.88855,393.046082,283.522461,412.133759,279.926453,431.884491,285.996063,449.154388,283.867462,463.25412,290.95401,471.596344,301.275085,459.014099,315.601959,442.474945,324.683441,423.849976,327.467377,404.524872,320.076538,388.481476,307.500336,410.240204,291.828003,429.653076,297.148376,445.310089,295.851105,443.633698,304.677765,426.859253,308.437408,408.168304,300.867371,1
45,'2024/07/04 11:53:11:575',1,284.726654,158.724243,287.294189,191.751648,291.917175,224.438553,298.669525,258.920074,310.917511,296.124664,327.98053,331.180634,348.60141,362.975983,374.334991,389.175323,405.947266,403.641602,436.947449,396.005341,463.041138,373.134338,485.464813,344.680206,505.707794,313.469666,522.711121,280.051361,536.670532,248.401398,548.495178,218.105652,557.019653,186.84549,323.480988,125.284454,342.196014,111.40535,366.484558,106.295486,391.659698,110.157677,415.668854,119.166595,478.951477,124.966721,499.849792,119.106773,521.060852,118.064003,540.56958,123.378387,554.112915,135.842545,444.849854,163.385101,443.919006,191.254715,442.900238,218.961746,441.451324,246.111496,409.572418,251.637192,421.922882,259.317871,435.726318,263.965302,448.336914,262.183075,460.214417,257.138672,354.418457,157.028809,369.375702,148.142014,387.226349,149.223221,400.365326,159.719162,384.916687,163.179001,368.988739,162.577896,478.861298,166.268936,493.787506,158.225266,511.080414,159.457001,523.359314,170.685043,508.702026,174.42955,493.184937,172.189987,376.567017,290.988251,392.715637,283.477112,411.853577,279.796051,431.716827,285.766083,449.09726,283.642822,463.32901,290.722443,471.747437,301.125488,459.153015,315.51297,442.589539,324.692352,423.88559,327.542694,404.427795,320.209045,388.284576,307.630737,410.069916,291.68515,429.569214,296.899506,445.328064,295.606384,443.661346,304.757629,426.793304,308.602844,408.003174,301.050171,1
46,'2024/07/04 11:53:11:592',1,284.723907,157.553589,287.301392,190.731277,291.935944,223.561676,298.657684,258.253906,310.78537,295.76532,327.84549,331.084015,348.555908,362.995453,374.366455,389.224823,406.006805,403.766479,436.987091,395.8461,463.076416,372.770447,485.486755,344.12381,505.737579,312.706146,522.802124,279.190918,536.724609,247.613022,548.472473,217.48848,556.915405,186.397339,323.464447,125.248001,342.124908,111.478462,366.346954,106.32457,391.486694,110.125961,415.475525,119.112236,478.598236,124.879021,499.297089,119.058472,520.306824,118.036171,539.619507,123.238487,553.101868,135.414581,444.62439,163.470581,443.655396,191.404617,442.597565,219.175125,441.121002,246.379395,409.508942,251.743195,421.801392,259.371674,435.522949,264.018311,448.012024,262.196198,459.779877,257.171844,354.095032,157.372055,368.9487,148.697372,386.657196,149.699005,399.811798,159.885071,384.455048,163.297043,368.628937,162.728989,478.623596,166.456589,493.444916,158.72641,510.566986,159.938049,522.78125,170.92897,508.221649,174.531967,492.833862,172.292648,376.147522,290.790771,392.361877,283.433929,411.558563,279.822113,431.493744,285.810577,448.94342,283.626251,463.263245,290.595184,471.782288,300.878754,459.155304,315.292145,442.550964,324.510223,423.794617,327.447083,404.265442,320.056641,388.038208,307.447357,409.748016,291.551331,429.410919,296.8685,445.356812,295.452759,443.751068,304.767578,426.666229,308.731018,407.690552,301.070343,1
47,'2024/07/04 11:53:11:628',1,284.445313,159.307129,287.167084,192.360214,291.922058,225.065445,298.706787,259.545013,310.859711,296.686218,327.839203,331.655396,348.379181,363.344849,374.014557,389.43689,405.499451,403.845093,436.49939,396.128876,462.575897,373.176514,484.93985,344.626007,505.150238,313.384705,522.179626,280.047791,536.133972,248.514389,547.948547,218.34549,556.4422,187.201233,322.953339,125.342712,341.661896,111.473671,365.925659,106.321182,391.088196,110.13916,415.086884,119.151321,478.138855,124.908752,498.92572,119.082703,520.031738,118.087204,539.443604,123.389175,552.978699,135.760315,444.25116,163.621323,443.328979,191.458145,442.309021,219.130737,440.855835,246.251144,409.348145,251.823502,421.600677,259.427887,435.283447,264.041199,447.70343,262.249451,459.396576,257.242828,353.643585,157.333801,368.498352,148.654114,386.199921,149.637436,399.365936,159.843628,384.012238,163.214737,368.189941,162.639297,478.326569,166.461166,493.132385,158.712509,510.244598,159.95253,522.474121,170.954025,507.924164,174.489594,492.546021,172.24826,376.114258,290.904602,392.287994,283.517883,411.383179,279.90036,431.179718,285.835175,448.494476,283.712219,462.721619,290.697235,471.193329,301.003937,458.628052,315.351349,442.095795,324.501587,423.440277,327.361176,404.028381,320.03299,387.897095,307.495422,409.585968,291.717834,429.069885,296.963165,444.82666,295.630035,443.230194,304.662201,426.348022,308.497803,407.550079,300.967865,1
48,'2024/07/04 11:53:11:658',1,284.145447,159.351212,286.9552,192.508942,291.815796,225.323318,298.696289,259.94458,310.929504,297.252533,328.041351,332.306885,348.709747,364.004822,374.442047,390.054871,405.974762,404.367859,436.955444,396.342468,462.963409,373.122467,485.208252,344.298401,505.282288,312.793945,522.232483,279.33551,536.086975,247.837753,547.780762,217.781158,556.134827,186.749802,322.599335,125.354576,341.240265,111.568069,365.438904,106.410393,390.56192,110.185081,414.552887,119.138084,477.950592,124.89167,498.544952,119.10656,519.457642,118.076019,538.707458,123.219475,552.191772,135.32196,443.960938,163.514709,443.03183,191.376282,442.005432,219.076736,440.552216,246.221512,409.040039,251.737839,421.343903,259.333923,435.071503,263.955261,447.509521,262.126526,459.207397,257.097137,353.341217,157.349365,368.13501,148.727036,385.77359,149.653198,398.934296,159.735275,383.625916,163.122375,367.84845,162.587082,478.110016,166.305023,492.835785,158.66684,509.871704,159.901581,522.047363,170.845978,507.55481,174.333221,492.249268,172.093933,375.850494,291.235596,391.916077,283.711914,411.003235,279.950378,430.857025,285.874115,448.241302,283.718689,462.457916,290.805054,470.825409,301.25351,458.304321,315.493622,441.848877,324.581299,423.268585,327.491699,403.876617,320.182861,387.733673,307.729095,409.350861,291.823364,428.792969,297.04248,444.525116,295.67691,442.938538,304.76416,426.140503,308.684723,407.406219,301.136444,1
49,'2024/07/04 11:53:11:691',1,284.167725,157.945709,286.80307,191.11998,291.491669,223.93541,298.249115,258.585724,310.387665,295.996246,327.492493,331.173706,348.261871,362.936218,374.118347,389.018951,405.769806,403.381378,436.7453,395.439972,462.818634,372.374695,485.189209,343.742981,505.349854,312.33551,522.275574,278.83551,536.066528,247.262558,547.713684,217.138809,556.048279,186.047165,322.281189,125.500679,340.899261,111.660423,365.109497,106.467171,390.244385,110.239601,414.239929,119.191109,477.656067,124.874847,498.357635,119.027718,519.381897,117.965607,538.724365,123.156281,552.224792,135.36763,443.591675,163.585831,442.652924,191.469223,441.624878,219.185043,440.180054,246.334183,408.669525,251.829987,420.964417,259.42395,434.683136,264.028809,447.159363,262.19278,458.90274,257.150085,353.170135,157.505417,367.919678,148.876144,385.516296,149.822571,398.635437,159.908127,383.374176,163.336349,367.634796,162.795593,477.890503,166.386673,492.598297,158.697205,509.613617,159.887909,521.784851,170.781631,507.314636,174.369873,492.017059,172.176361,375.619629,291.02475,391.776703,283.679108,410.857086,280.024475,430.650574,285.983154,448.001129,283.731873,462.279175,290.665283,470.860504,300.89679,458.311279,315.335846,441.769836,324.53949,423.111542,327.479492,403.666656,320.18573,387.461945,307.656616,409.273834,292.022339,428.573792,297.287292,444.223389,295.788055,442.708923,304.463715,425.984344,308.347076,407.348633,300.904907,1
50,'2024/07/04 11:53:11:725',1,284.086273,158.506729,286.806763,191.595337,291.558716,224.318253,298.342987,258.862335,310.464081,296.167877,327.43573,331.306305,348.006897,363.110992,373.664398,389.29953,405.171326,403.780396,436.116241,395.915527,462.148895,372.855347,484.467773,344.208313,504.611633,312.835602,521.578491,279.398132,535.46344,247.877869,547.219299,217.785782,555.672729,186.719772,322.220673,125.46833,340.875336,111.573608,365.124908,106.359642,390.298004,110.150131,414.309662,119.162857,477.108734,124.918777,497.922943,119.059677,519.053711,118.054207,538.471252,123.371582,551.98645,135.736542,443.427246,163.659821,442.500214,191.599304,441.472931,219.367874,440.019897,246.570465,408.80661,251.810349,420.970642,259.393158,434.558929,263.99762,446.891846,262.155212,458.490936,257.116241,353.111176,157.430405,367.777374,148.841904,385.283569,149.745193,398.364288,159.730438,383.184143,163.128998,367.529083,162.596344,477.748169,166.342804,492.398956,158.777893,509.315094,160.030365,521.413452,170.875031,507.005585,174.321014,491.796417,172.099655,375.82019,291.084503,391.883057,283.797943,410.835144,280.171112,430.496002,286.123718,447.708099,283.898438,461.855713,290.817352,470.329041,300.983093,457.861176,315.314667,441.438141,324.459717,422.909485,327.39566,403.613037,320.080658,387.563782,307.604584,409.37326,292.07309,428.407654,297.31076,443.7836,295.835388,442.253906,304.486084,425.784973,308.372375,407.436157,300.930023,1
